average_rating,num_pages,ratings_count,text_reviews_count,publication_month,book_age,Re_title,Re_main_author,Re_publisher
3.41,191,201,24,3,18,a million little lies,james pinocchio,william morrow paperbacks
4.05,458,873,40,8,21,the leadership challenge,james m  kouzes,jossey bass
4.14,193,5354,281,2,31,lincoln on leadership  executive strategies for tough times,donald t  phillips,business plus
3.68,542,55,4,7,19,leadership in organizations,gary yukl,prentice hall
3.72,397,1820,147,10,22,leadership,rudolph w  giuliani,little  brown
3.55,368,132062,3303,4,12,men are from mars  women are from venus,john gray,harper paperbacks
3.62,368,18,1,10,26,mars and venus book of days  365 inspriations to enrich your relationships,john gray,harper
3.76,320,82,13,10,26,how to succeed with women,ron  louis,prentice hall press
4.05,512,184418,4432,6,22,the clan of the cave bear  earth's children   1 ,jean m  auel,bantam
4.05,468,495,67,5,44,the clan of the cave bear  earth's children   1 ,jean m  auel,crown publishing group
4.26,317,85094,4155,3,20,moneyball  the art of winning an unfair game,michael   lewis,w  w  norton  company
0.0,112,0,0,6,19,juiced official strategy guide,doug walsh,bradygames
4.18,452,60946,3167,9,24,the 48 laws of power,robert greene,penguin  business 
4.42,392,21934,1629,9,19,gates of fire,steven pressfield,bantam
4.07,414,16312,175,3,32,fire sea  the death gate cycle   3 ,margaret weis,spectra books
3.58,721,146,4,6,23,the gate of fire  oath of empire book two ,thomas harlan,tor classics
3.96,354,3002,198,7,18,the afghan campaign,steven pressfield,doubleday books
3.9,448,3422,157,8,23,tides of war,steven pressfield,bantam
3.76,400,2138,125,7,21,last of the amazons,steven pressfield,bantam
4.0,168,53653,4702,4,21,the war of art  break through the blocks   win your inner creative battles,steven pressfield,warner books
3.78,176,14,2,5,22,gita on the green,stephen j  rosen,continuum
3.91,340,85,6,4,18,blood stripes  the grunt's view of the war in iraq,david j  danelo,stackpole books
4.1,160,226,20,1,51,phaedrus and letters vii and viii,plato,penguin classics
3.92,128,29,6,1,21,phaedrus,plato,oxford university press  usa
3.92,176,236,22,8,19,phaedrus,plato,penguin classics
4.47,157,14,0,12,33,lysis phaedrus symposium  plato on homosexuality,plato,prometheus books
4.5,125,26,4,2,5,enthusiasm and divine madness,josef pieper,st  augustines press
4.06,272,154,4,6,18,on love  lysis symposium phaedrus alcibiades selections from republic   laws,plato,hackett publishing company  inc 
4.35,233,18,1,9,26,gorgias phaedrus  agora ,plato,cornell university press
3.85,128,28,7,3,25,statesman,plato,hackett publishing company  inc 
3.95,208,8186,198,1,20,gorgias,plato,penguin classics
3.99,716,34727,597,1,21,the histories,herodotus,penguin books
3.99,622,227,18,9,70,the histories,herodotus,penguin classics
3.99,613,2,0,11,32,the history  great minds ,herodotus,prometheus books
3.99,772,271,41,11,26,the histories,herodotus,oxford university press
3.99,653,143,17,8,54,the histories,herodotus,penguin classics
3.99,464,40,5,1,32,the histories,herodotus,w w  norton   company
3.99,816,132,10,3,27,the histories,herodotus,everyman's library 234
3.99,710,36,6,3,37,the history,herodotus,university of chicago press
3.86,683,288792,3423,4,25,the iliad,homer,penguin classics
3.86,574,1058,137,3,27,iliad,homer,hackett publishing company  inc 
3.86,588,692,81,4,20,the iliad,homer,farrar  straus and giroux
3.86,462,1919,118,1,21,the iliad,homer,penguin classics
3.86,312,158,15,8,25,the iliad,homer,signet classics
3.86,216,212,18,9,24,the essential iliad,homer,hackett publishing company  inc 
3.76,541,760871,6557,11,18,the odyssey,homer,penguin classics
3.76,515,1713,179,11,26,the odyssey,homer,farrar  straus and giroux
3.76,374,1131,78,6,25,the odyssey,homer,harper perennial
3.76,324,2543,167,1,21,the odyssey,homer,penguin classics
3.76,304,262,24,8,25,the odyssey,homer,signet classics
4.35,161,69,6,1,23,aeneid  selections from books 1  2  4  6  10  12,virgil,bolchazy carducci publishers
4.13,136,67,7,1,18,city eclogue,ed roberson,atelos press
3.8,180,259,15,9,25,the eclogues and the georgics,virgil,oxford university press
3.94,272,55,0,12,27,paul kirk's championship barbecue sauces  175 make your own sauces  marinades  dry rubs  wet rubs  mops and salsas,paul  kirk,harvard common press
4.02,289,609271,7139,8,19,hamlet,william shakespeare,cambridge university press
4.44,137,8159,118,2,30,the compleat works of wllm shkspr  abridged ,reduced shakespeare company,applause books
3.64,272,888,92,5,29,the pilgrimage  a contemporary quest for ancient wisdom,paulo coelho,harperone
3.31,212,1204,79,9,28,the valkyries,paulo coelho,harperone
3.7,142,22662,945,3,20,warrior of the light,paulo coelho,harperone
3.57,336,58917,2575,7,18,the zahir,paulo coelho,harperone
3.57,208,70760,2702,5,18,by the river piedra i sat down and wept,paulo coelho,harperone
3.62,256,1415,68,4,24,the fifth mountain,paulo coelho,harperone
3.7,210,132064,5452,6,18,veronika decides to die,paulo coelho,harper perennial
4.02,148,1658,125,12,23,hamlet,william shakespeare,penguin books
3.69,129,65,6,5,24,cliffs notes on shakespeare's hamlet,carla lynn stockton,cliffs notes
4.02,240,102,16,5,24,shakespeare's hamlet,william shakespeare,cliffs notes
4.29,450,489,57,3,9,hamlet's mill  an essay investigating the origins of human knowledge and its transmission through myth,giorgio de santillana,nonpareil books
3.72,172,610,15,10,31,on justice  power and human nature  selections from the history of the peloponnesian war,thucydides,hackett publishing company  inc 
3.9,530,154,21,6,26,the peloponnesian war,thucydides,hackett publishing company  inc 
3.9,554,24,4,7,26,the peloponnesian war  a new translation  backgrounds  interpretations,thucydides,w  w  norton   company
4.29,480,35,0,1,101,history of the peloponnesian war  bk  7 8,thucydides,harvard university press
4.5,34,2,0,1,35,thucydides  book 6 commentary,cynthia w  shelmerdine,bryn mawr commentaries
4.03,221,4483,56,2,69,euripides i  alcestis   the medea   the heracleidae   hippolytus,euripides,university of chicago press
4.21,228,3334,46,1,55,euripides v  electra   the phoenician women   the bacchae,euripides,university of chicago press
4.21,307,560,8,11,56,euripides iv  rhesus   the suppliant women   orestes   iphigenia in aulis,euripides,university of chicago press
4.4,312,679,85,8,18,grief lessons  four plays by euripides,anne carson,new york review of books
4.17,432,1464,21,8,34,ten plays,euripides,bantam classics
4.0,255,541,15,1,32,euripides iii  hecuba   andromache   the trojan women   ion  complete greek tragedies   7 ,euripides,university of chicago press
4.31,264,790,12,4,22,euripides ii  the cyclops   heracles   iphigenia in tauris   helen,euripides,university of chicago press
4.03,206,9197,120,3,21,medea and other plays,euripides,penguin books
4.14,360,164,8,1,18,the bacchae and other plays,euripides,penguin classics
3.88,160,154,13,2,23,bakkhai,euripides,oxford university press  usa
3.78,192,9,0,11,24,plays 1  medea the phoenician women bacchae,euripides,bloomsbury methuen drama
3.63,64,34,4,7,22,the trojan women and hippolytus,euripides,dover publications
3.86,128,116,6,7,20,the bacchae of euripides  a communion rite,wole soyinka,w  w  norton  company
4.1,282,158,2,12,23,orestes and other plays,euripides,oxford university press
3.83,142,1950,95,2,34,alcestis,euripides,oxford university press  usa
3.87,116,367,35,8,18,medea,euripides,oxford university press  usa
4.04,160,23,1,10,22,euripides  medea,william allan,bristol classical press
4.2,69,5,0,9,59,cliffsnotes on euripides' medea and electra,robert j  milch,cliffs notes
4.03,144,12,1,3,18,euripides  iphigenia at aulis  companions to greek   roman tragedy ,euripides,bristol classical press
4.43,672,46,7,8,32,the complete greek tragedies  volume 3  euripides,euripides,university of chicago press
4.02,171,712,53,5,55,aeschylus i  oresteia  agamemnon  the libation bearers  the eumenides ,aeschylus,university of chicago press
4.1,188,389,26,2,32,aeschylus ii  the suppliant maidens  the persians  seven against thebes  and prometheus bound  the complete greek tragedies ,aeschylus,university of chicago press
4.02,304,77,7,10,20,the oresteia,aeschylus,oxford university press  usa
4.02,335,28726,591,2,40,the oresteia  agamemnon  the libation bearers  the eumenides,aeschylus,penguin classics
4.02,224,303,21,9,26,oresteia,aeschylus,hackett publishing company  inc 
4.1,160,4303,62,8,63,prometheus bound and other plays,aeschylus,penguin books
4.02,208,215,25,9,20,the oresteia,aeschylus,farrar  straus and giroux
4.02,178,12,3,11,27,aeschylus  1  the oresteia  agamemnon the libation bearers the eumenides,aeschylus,university of pennsylvania press
4.1,358,74,7,8,32,the complete greek tragedies  volume 1  aeschylus,aeschylus,university of chicago press
4.03,95,31,3,1,20,aeschylus  the oresteia  a student guide  landmarks of world literature ,simon goldhill,cambridge university press
4.02,127,63,8,1,20,the oresteia  agamemnon  choephoroe   eumenides  everyman's library  no  260 ,aeschylus,everyman's library
4.1,232,12,2,1,26,aeschylus 2  the persians seven against thebes the suppliants prometheus bound,aeschylus,university of pennsylvania press
4.02,151,89,8,9,28,the oresteia trilogy  agamemnon the libation bearers the furies,aeschylus,dover publications
4.1,208,1,0,6,20,the suppliant maidens the persians seven against thebes prometheus bound,aeschylus,kessinger publishing
4.14,254,5032,36,5,55,sophocles ii  ajax women of trachis electra philoctetes  complete greek tragedies 4 ,sophocles,university of chicago press
3.97,288,553,46,5,28,the oedipus plays of sophocles  oedipus the king  oedipus at colonus  antigone,sophocles,plume
4.27,420,2883,40,3,23,the complete plays,sophocles,new american library
3.97,259,45589,726,11,22,the oedipus cycle  oedipus rex  oedipus at colonus  antigone,sophocles,mariner books
3.97,430,2979,288,1,24,the three theban plays  antigone  oedipus the king  oedipus at colonus,sophocles,penguin books
3.97,304,109,7,3,21,theban plays,sophocles,hackett publishing company  inc 
3.97,223,52,3,10,30,the theban plays  everyman's library   93 ,sophocles,alfred a  knopf
4.14,218,135,9,4,71,electra and other plays,sophocles,penguin
3.94,178,13358,199,9,26,antigone  oedipus the kingn  electra,sophocles,oxford university press
3.7,75,141555,1776,6,18,oedipus rex   the theban plays   1 ,sophocles,prestwick house    literary touchstone classic 
3.97,390,8,1,9,66,the oedipus plays of sophocles,sophocles,signet books  ny 
3.7,144,740,57,7,19,oedipus the king,sophocles,simon  schuster
4.06,624,6086,79,11,40,four plays  the clouds the birds lysistrata the frogs,aristophanes,plume
3.94,256,96,8,8,28,three plays by aristophanes  lysistrata women at the thesmophoria assemblywomen,aristophanes,routledge
4.21,577,1998,33,3,40,the complete plays,aristophanes,bantam classics
3.83,336,4,0,1,26,aristophanes 1  the acharnians peace celebrating ladies wealth,aristophanes,university of pennsylvania press
3.77,480,1,0,9,26,clouds wasps birds  aristophanes 1 ,aristophanes,hackett publishing company  inc 
3.95,241,3833,120,1,21,lysistrata and other plays,aristophanes,penguin classics
3.42,96,23,1,5,21,acharnians,aristophanes,focus publishing r  pullins company
3.75,254,13,2,12,55,clouds,aristophanes,oxford university press  usa
3.94,224,391,27,2,60,three plays  the wasps   the poet and the women   the frogs,aristophanes,penguin books
4.03,400,14,2,1,21,four comedies  lysistrata   the frogs   the birds   ladies' day,aristophanes,harcourt
2.8,80,5,0,12,41,cliffs notes on aristophanes' lysistrata  the birds  the clouds  the frogs,w  john campbell,cliffs notes
4.07,376,14,3,10,29,aristophanes and athens  an introduction to the plays,douglas m  macdowell,oxford university press
3.85,98,19,2,2,54,lysistrata,aristophanes,signet
3.6,408,262,13,2,25,peace,aristophanes,oxford university press  usa
3.85,132,30604,552,3,21,lysistrata,aristophanes,hackett publishing company  inc 
3.69,335,42,1,7,46,the knights   peace   the birds   the assembly women   wealth,aristophanes,penguin classics
4.33,238,5,2,4,24,genres in dialogue  plato and the construct of philosophy,andrea wilson nightingale,cambridge university press
3.88,226,1054308,35537,5,20,the curious incident of the dog in the night time,mark haddon,vintage
3.64,372,4067,357,8,18,the night gardener,george pelecanos,little brown and company
3.98,272,138101,2513,7,20,twelfth night,william shakespeare,simon schuster
3.94,55,24985,1751,12,19,brokeback mountain,annie proulx,scribner
3.99,267,105507,3838,12,22,getting things done  the art of stress free productivity,david    allen,penguin books
3.46,176,75,12,8,23,getting things done when you are not in charge,geoffrey m  bellman,berrett koehler publishers
3.76,209,69,12,8,20,money to burn,ricardo piglia,granta uk
2.83,664,0,0,3,19,american government  continuity and change  alternate edition,karen  o'connor,longman publishing group
3.5,854,0,0,7,19,essentials of american and texas government  continuity and change,karen  o'connor,longman publishing group
3.92,416,142,24,12,22,the confessions  works of saint augustine 1 ,augustine of hippo,new city press
3.92,905,104,16,9,24,the city of god,augustine of hippo,random house
4.04,144,271,21,10,25,the enchiridion on faith hope and love  augustine series 1 ,augustine of hippo,new city press
4.27,576,1643,97,11,24,augustine of hippo  a biography,peter r l  brown,university of california press
4.03,191,2335,67,1,66,on christian doctrine,augustine of hippo,library of liberal arts bobb merrill  indianapolis  in 
3.92,296,84,8,1,31,confessions  books 1 13,augustine of hippo,hackett publ  co inc
3.55,176,259,30,8,19,saint augustine,garry wills,penguin books
3.71,144,236,33,6,23,augustine  a very short introduction,henry chadwick,oxford university press  usa
3.94,540,29,3,5,20,on genesis a refutation of the manichees the unfinished literal meaning of genesis  works of st augustine 1 ,augustine of hippo,new city press
4.07,302,2488,266,5,23,kitchen confidential  adventures in the culinary underbelly,anthony bourdain,ecco press
4.05,559,710,64,4,29,the metamorphoses of ovid,ovid,harcourt brace
4.05,723,48223,764,8,20,metamorphoses,ovid,penguin
4.05,624,30,8,11,21,metamorphoses,ovid,w  w  norton  company
4.27,584,229,16,1,26,ovid's metamorphoses  books 1 5,ovid,university of oklahoma press
4.32,560,32,3,1,46,ovid s metamorphoses  books 6 10,ovid,university of oklahoma press
4.36,524,78,8,9,42,latin via ovid  a first course,norma goldman,wayne state university press
4.02,400,98,5,1,95,the art of love and other poems,ovid,harvard university press
4.12,451,432,14,1,19,the poems of exile  tristia and the black sea letters,ovid,university of california press
4.52,499,61,4,1,39,metamorphoses  volume 2  books ix xv,ovid,harvard university press
4.42,496,813,14,1,47,metamorphoses  volume i  books i viii,ovid,harvard university press
